Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Active
1001,Adrienne Johnson,1997,2003,G,5-10,154,"February 5, 1974",Ohio State,No
1002,Andrea Congreaves,1997,1999,F-C,6-2,183,"June 3, 1970",Mercer University,No
1003,Andrea Stinson,1997,2005,G,5-10,158,"November 25, 1967",NC State,No
1004,Anita Maxwell,1997,1997,F,NA,NA,"April 7, 1974",New Mexico State,No
1005,Bridget Pettis,1997,2006,G,5-9,150,"January 1, 1971",Florida,No
1006,Bridgette Gordon,1997,1998,F,6-0,172,"April 27, 1967",Tennessee,No
1007,Cassandra Crumpton-Moorer,1997,1997,G,5-11,175,"October 29, 1962",Alabama,No
1008,Catarina Pollini,1997,1997,F,6-5,NA,"March 16, 1966",Texas,No
1009,Chantel Tremitiere,1997,2000,G,5-6,142,"October 20, 1969",Auburn,No
1010,Corissa Yasen,1997,1997,G,6-0,160,"December 5, 1973",Purdue,No
1011,Cynthia Cooper,1997,2003,G,5-10,150,"April 14, 1963",USC,No
1012,Daedra Charles,1997,1997,F-C,6-3,225,"November 22, 1968",Tennessee,No
1013,Danielle Viglione,1997,1997,G,5-10,157,"March 7, 1975",Texas,No
1014,Deborah Carter,1997,1998,G-F,6-1,185,"January 3, 1972",Georgia,No
1015,Debra Williams,1997,1997,G,5-8,NA,"September 23, 1972",Louisiana Tech,No
1016,Dena Head,1997,2000,G,5-10,175,"August 16, 1970",Tennessee,No
1017,Denique Graves,1997,1997,C,6-3,212,"September 16, 1975",Howard University,No
1018,Elena Baranova,1997,2005,F,6-5,182,"January 28, 1972",NA,No
1019,Eva Nemcova,1997,2001,F,6-3,178,"December 3, 1972",NA,No
1020,Fran Harris,1997,1998,G-F,6-0,153,"March 12, 1965",Texas,No
1021,Greta Koss,1997,1997,F,6-1,145,"June 12, 1974",Montana,No
1022,Haixia Zheng,1997,1998,C,6-8,254,"March 7, 1967",NA,No
1023,Heidi Burge,1997,1998,F-C,6-5,185,"November 12, 1971",Virginia,No
1024,Isabelle Fijalkowski,1997,1998,F-C,6-5,200,"May 23, 1972",Colorado,No
1025,Jamila Wideman,1997,2000,G,5-6,135,"October 16, 1975",Stanford,No
1026,Janeth Arcain,1997,2005,G,5-11,147,"April 11, 1969",NA,No
1027,Janice Braxton,1997,1999,F,6-3,178,"June 7, 1962",Louisiana Tech,No
1028,Jasmina Perazic-Gipe,1997,1997,G-F,6-0,NA,"December 6, 1960",Maryland,No
1029,Jennifer Gillom,1997,2003,F-C,6-3,180,"June 13, 1964",Ole Miss,No
1030,Jenny Boucek,1997,1997,G,5-8,130,"December 20, 1973",Virginia,No
1031,Jessie Hicks,1997,2004,C-F,6-4,188,"December 2, 1971",Maryland,No
1032,Judy Mosley-McAfee,1997,1997,F,6-1,NA,"March 17, 1968",Hawaii,No
1033,Karen Booker,1997,1998,C,6-1,170,"April 10, 1965",Vanderbilt,No
1034,Katasha Artis,1997,1997,F,6-1,155,"July 8, 1973","Virginia, Northeastern University",No
1035,Katrina Colleton,1997,2001,F,5-10,145,"March 17, 1971",Maryland,No
1036,Kim Gessig,1997,1997,F,6-3,NA,"December 29, 1970",USC,No
1037,Kim Perrot,1997,1998,G,5-5,130,"January 18, 1967",Louisiana,No
1038,Kim Williams,1997,1998,G,5-6,136,"October 14, 1974",DePaul,No
1039,Kisha Ford,1997,2001,G-F,5-10,153,"April 4, 1975",Georgia Tech,No
1040,Kym Hampton,1997,1999,C,6-2,210,"November 3, 1962",Arizona State,No
1041,Lady Grooms,1997,2004,F,5-10,160,"September 12, 1970",Georgia,No
1042,Latasha Byears,1997,2008,G-F,5-11,206,"August 12, 1973",DePaul,No
1043,Laure Savasta,1997,1997,G,5-8,135,"March 18, 1974",Washington,No
1044,Linda Burgess,1997,2000,F,6-1,173,"July 27, 1969",Alabama,No
1045,Lisa Leslie,1997,2009,C,6-5,170,"July 7, 1972",USC,No
1046,Lynette Woodard,1997,1998,G,6-0,160,"August 12, 1959",Kansas,No
1047,Marcie Alberts,1997,1997,G,5-4,NA,"April 12, 1975",Ohio State,No
1048,Margold Clark,1997,1997,F-C,6-3,NA,"January 1, 1971",Arizona,No
1049,Marlies Askamp,1997,2002,C,6-5,198,"July 8, 1970",NA,No
1050,Megan Compain,1997,1997,G,5-9,NA,"September 18, 1975",Saint Joseph's,No
1051,Merlakia Jones,1997,2004,G,5-10,147,"June 21, 1973",Florida,No
1052,Michele Timms,1997,2001,G,5-7,132,"June 28, 1965",NA,No
1053,Michelle Edwards,1997,2001,G,5-9,150,"March 6, 1966",Iowa,No
1054,Mikiko Hagiwara,1997,1998,G,5-9,160,"April 27, 1970",NA,No
1055,Milica Vukadinovic,1997,1997,G,6-1,150,"November 18, 1968",California,No
1056,Molly Tuter,1997,1997,G,NA,NA,"August 25, 1975",Arizona State,No
1057,Monique Ambers,1997,2002,F,6-4,NA,"December 21, 1970",Arizona State,No
1058,Mwadi Mabika,1997,2008,G,5-11,165,"July 27, 1976",NA,No
1059,Nancy Lieberman,1997,2008,G,5-10,150,"July 1, 1958",Old Dominion,No
1060,Nicole Levesque,1997,1997,G,5-3,115,"April 11, 1972",Wake Forest,No
1061,Pamela McGee,1997,1998,F-C,6-3,180,"December 1, 1962",USC,No
1062,Penny Moore,1997,1999,F,6-0,NA,"January 25, 1969",Cal State Long Beach,No
1063,Penny Toler,1997,1999,G,5-8,132,"March 24, 1966","San Diego State, Cal State Long Beach",No
1064,Pietra Gay,1997,1997,G-F,5-11,NA,"August 21, 1974",LSU,No
1065,Raegan Pebley,1997,1998,F-C,6-3,169,"August 12, 1975",Colorado,No
1066,Rebecca Lobo,1997,2003,C,6-4,185,"October 6, 1973",UConn,No
1067,Rhonda Blades,1997,1998,G,5-7,138,"October 29, 1972",Vanderbilt,No
1068,Rhonda Mapp,1997,2003,C,6-2,190,"October 13, 1969",NC State,No
1069,Rushia Brown,1997,2003,F,6-2,175,"May 5, 1972",Furman University,No
1070,Ruthie Bolton,1997,2004,G,5-9,150,"May 27, 1967",Auburn,No
1071,Ryneldi Becenti,1997,1997,G,5-6,NA,"August 11, 1971","Scottsdale Community College, Arizona State",No
1072,Sharon Manning,1997,2000,F-C,6-3,186,"March 20, 1969",NC State,No
1073,Sheryl Swoopes,1997,2011,F-G,6-0,145,"March 25, 1971",Texas Tech,No
1074,Sophia Witherspoon,1997,2003,G,5-10,145,"July 6, 1969",Florida,No
1075,Sue Wicks,1997,2002,F,6-3,174,"November 26, 1966",Rutgers University,No
1076,Susie Hopson-Shelton,1997,1997,F,6-2,175,"June 21, 1974",Mars Hill University,No
1077,Tajama Abraham,1997,1998,C,6-2,190,"September 27, 1975",George Washington,No
1078,Tamecka Dixon,1997,2009,G,5-9,148,"December 14, 1975",Kansas,No
1079,Tammi Reiss,1997,1998,G,5-6,129,"April 2, 1970",Virginia,No
1080,Tammy Jackson,1997,2002,F-C,6-2,190,"December 3, 1962",Florida,No
1081,Tara Williams,1997,2000,G,5-11,170,"July 23, 1974",Auburn,No
1082,Teresa Weatherspoon,1997,2004,G,5-8,161,"December 8, 1965",Louisiana Tech,No
1083,Tia Jackson,1997,1997,F,6-0,148,"April 21, 1972",Iowa,No
1084,Tiffany Woosley,1997,1998,G,5-7,132,"April 26, 1973",Tennessee,No
1085,Tina Nicholson,1997,1997,G,5-2,146,"September 27, 1973",Penn State,No
1086,Tina Thompson,1997,2013,F,6-2,178,"February 10, 1975",USC,No
1087,Toni Foster,1997,1999,F-C,6-1,175,"October 16, 1971",Iowa,No
1088,Tora Suber,1997,1999,G,5-7,137,"November 23, 1974",Virginia,No
1089,Travesa Gant,1997,1997,C,NA,NA,"October 10, 1971",Lamar,No
1090,Trena Trice,1997,1998,F-C,6-2,180,"August 4, 1965",NC State,No
1091,Umeki Webb,1997,2000,G-F,5-10,162,"June 26, 1975",NC State,No
1092,Vickie Johnson,1997,2009,G-F,5-9,150,"April 15, 1972",Louisiana Tech,No
1093,Vicky Bullett,1997,2002,F,6-3,185,"October 4, 1967",Maryland,No
1094,Wanda Guyton,1997,1999,C,6-1,178,"October 14, 1968",South Florida,No
1095,Wendy Palmer,1997,2007,F,6-2,165,"August 12, 1974",Virginia,No
1096,Yolanda Moore,1997,1999,F-C,6-0,175,"July 1, 1974",Ole Miss,No
1097,Yvette Angel,1997,1997,G,5-8,NA,"October 14, 1963",Ohio State,No
1098,Adia Barnes,1998,2004,F,5-11,165,"February 3, 1977",Arizona,No
1099,Adrienne Shuler,1998,1998,G,5-6,NA,"April 24, 1969",Georgia,No
1100,Albena Branzova,1998,1998,F,6-4,NA,"July 17, 1971",Florida International University,No
1101,Alessandra Santos de Oliveira,1998,2001,C,6-5,181,"December 2, 1973",NA,No
1102,Alicia Thompson,1998,2005,F,6-1,180,"June 30, 1976",Texas Tech,No
1103,Allison Feaster,1998,2008,F,5-11,168,"February 11, 1976",Harvard University,No
1104,Amaya Valdemoro,1998,2000,F,6-1,NA,"August 18, 1976",NA,No
1105,Andrea Kuklova,1998,1999,G-F,6-0,150,"July 16, 1971",NA,No
1106,Aneta Kausaite,1998,1998,F,6-0,155,"November 30, 1970",Emporia State University,No
1107,Angela Jackson,1998,1998,C,6-4,NA,"March 30, 1976",Texas,No
1108,Angie Hamblin,1998,1998,G-F,5-10,170,"September 30, 1976",Iowa,No
1109,Brandy Reed,1998,2002,F,6-1,168,"February 17, 1977",Southern Miss,No
1110,Carla Boyd,1998,2001,F,6-1,172,"October 31, 1975",NA,No
1111,Christy Smith,1998,1999,G,5-7,141,"August 14, 1975",Arkansas,No
1112,Cindy Blodgett,1998,2001,G,5-9,130,"December 23, 1975",University of Maine,No
1113,Cindy Brown,1998,1999,F,6-2,183,"March 16, 1965",Cal State Long Beach,No
1114,Coquese Washington,1998,2003,G,5-6,138,"January 17, 1971",Notre Dame,No
1115,Elisabeth Cebrian,1998,1998,C,6-5,190,"February 7, 1971",NA,No
1116,Erin Alexander,1998,1998,G,5-7,140,"April 25, 1975",UC Santa Barbara,No
1117,Eugenia Rycraw,1998,1998,C,6-3,175,"December 6, 1968",Cal State Fullerton,No
1118,Franthea Price,1998,1998,G,5-9,178,"April 28, 1968",Iowa,No
1119,Gergana Branzova,1998,1998,F,6-4,178,"July 25, 1976",Florida International University,No
1120,Kelly Boucher,1998,1998,F,6-2,NA,"January 13, 1968",NA,No
1121,Keri Chaconas,1998,1998,G,5-9,151,"December 21, 1974",George Mason,No
1122,Korie Hlede,1998,2002,G,5-9,155,"March 29, 1975",Duquesne,No
1123,Kristi Harrower,1998,2009,G,5-4,139,"March 4, 1975",NA,No
1124,La'Shawn Brown,1998,1998,C,6-3,180,"December 1, 1972",Louisiana Tech,No
1125,LaTonya Johnson,1998,2004,F,6-1,150,"August 17, 1975",Memphis,No
1126,Leila Sobral,1998,1998,F,6-1,NA,"November 22, 1974",NA,No
1127,Leslie Johnson,1998,1998,F,6-2,220,"January 12, 1975",Western Kentucky,No
1128,Margo Dydek,1998,2008,C,7-2,223,"April 28, 1974",NA,No
1129,Margo Graham,1998,1998,C,6-4,235,"December 18, 1970",Houston,No
1130,Maria Stepanova,1998,2005,C,6-8,187,"January 23, 1979",NA,No
1131,Mfon Udoka,1998,2004,F,6-0,187,"June 16, 1976",DePaul,No
1132,Michelle Brogan,1998,2000,F,6-1,177,"February 8, 1973",NA,No
1133,Michelle Reed,1998,1998,G-F,5-10,165,"May 24, 1973",Western Kentucky,No
1134,Monica Lamb,1998,2000,C,6-5,206,"October 11, 1964",USC,No
1135,Murriel Page,1998,2008,F,6-2,160,"September 18, 1975",Florida,No
1136,Nadine Domond,1998,1998,G,5-7,148,"September 28, 1975",Iowa,No
1137,Nikki McCray,1998,2006,G,5-11,158,"December 17, 1971",Tennessee,No
1138,Nyree Roberts,1998,1999,C,6-3,209,"March 10, 1976",Old Dominion,No
1139,Octavia Blue,1998,2004,F,6-1,163,"April 18, 1976",Miami (FL),No
1140,Olympia Scott,1998,2008,C,6-2,175,"May 5, 1976",Stanford,No
1141,Pauline Jordan,1998,1998,F-C,6-3,205,"April 27, 1968",UNLV,No
1142,Pollyanna Johns Kimbrough,1998,2004,C,6-3,165,"November 6, 1975",Michigan,No
1143,Quacy Barnes,1998,2002,C,6-5,185,"September 26, 1976",Indiana,No
1144,Rachael Sporn,1998,2001,F,6-1,175,"May 26, 1968",NA,No
1145,Razija Brcaninovic,1998,1998,C,6-8,198,"April 15, 1967",NA,No
1146,Rehema Stephens,1998,1998,G,5-11,NA,"December 28, 1969",UCLA,No
1147,Rita Williams,1998,2003,G,5-6,135,"January 14, 1976",UConn,No
1148,Sandra Van Embricqs,1998,1998,F-C,6-3,175,"April 14, 1968",UCLA,No
1149,Sandy Brondello,1998,2003,G,5-7,136,"August 20, 1968",NA,No
1150,Sonia Chase,1998,1999,G,5-9,150,"March 9, 1976",Maryland,No
1151,Suzie McConnell Serio,1998,2000,G,NA,NA,"July 29, 1966",Penn State,No
1152,Tangela Smith,1998,2012,C,6-3,158,"April 1, 1977",Iowa,No
1153,Tanja Kostic,1998,2000,F,6-2,163,"November 10, 1972",Oregon State,No
1154,Tia Paschal,1998,1998,F,6-1,165,"March 22, 1969",Florida State,No
1155,Ticha Penicheiro,1998,2012,G,5-11,146,"September 18, 1974",Old Dominion,No
1156,Tiffani Johnson,1998,2006,C,6-4,240,"December 27, 1975",Tennessee,No
1157,Tracy Reid,1998,2003,F,5-11,150,"November 1, 1976",UNC,No
1158,Tricia Bader Binford,1998,2002,G,5-4,125,"February 26, 1973",Boise State,No
1159,Tully Bevilaqua,1998,2012,G,5-7,145,"July 19, 1972",NA,No
1160,Adrienne Goodson,1999,2005,F,6-0,165,"October 19, 1966",Old Dominion,No
1161,Alisa Burras,1999,2003,C,6-3,218,"June 23, 1975",Louisiana Tech,No
1162,Amanda Wilson,1999,2000,F,5-11,176,"February 6, 1977",Louisiana Tech,No
1163,Andrea Lloyd-Curry,1999,2000,F,6-2,175,"September 25, 1965",Texas,No
1164,Andrea Nagy,1999,2002,G,5-7,147,"November 16, 1971",Florida International University,No
1165,Angela Aycock,1999,2000,G,6-2,161,"February 28, 1973",Kansas,No
1166,Angie Braziel,1999,2001,F,6-2,169,"September 18, 1976","South Plains College, Texas Tech",No
1167,Angie Potthoff,1999,2000,F,6-1,191,"June 12, 1974",Penn State,No
1168,Annie La Fleur,1999,2003,G,5-7,141,"March 10, 1969",NA,No
1169,Astou Ndiaye-Diatta,1999,2007,F,6-3,182,"November 5, 1973",Southern Nazarene University,No
1170,Becky Hammon,1999,2014,G,5-6,136,"March 11, 1977",Colorado State,No
1171,Carla McGhee,1999,2002,F,6-1,173,"March 6, 1968",Tennessee,No
1172,Cass Bauer-Bilodeau,1999,2002,C,6-4,180,"June 27, 1972",Montana State,No
1173,Chamique Holdsclaw,1999,2010,F,6-2,172,"August 9, 1977",Tennesse,No
1174,Charlotte Smith,1999,2006,F,6-0,148,"August 23, 1973",UNC,No
1175,Charmin Smith,1999,2003,G,5-10,145,"May 2, 1975",Stanford,No
1176,Chasity Melvin,1999,2010,C-F,6-3,185,"May 3, 1976",NC State,No
1177,Clarissa Davis-Wrightsil,1999,1999,F,NA,NA,"June 4, 1967",Texas,No
1178,Clarisse Machanguana,1999,2002,C-F,6-5,180,"October 4, 1976",Old Dominion,No
1179,Claudia Neves,1999,2002,G,5-8,136,"February 17, 1975",NA,No
1180,Crystal Robinson,1999,2007,F,5-11,155,"January 22, 1974",Southeastern Oklahoma State University,No
1181,Dalma Ivanyi,1999,2006,G,5-10,135,"March 13, 1976",Florida International University,No
1182,Dawn Staley,1999,2006,G,5-6,134,"May 4, 1970",Virginia,No
1183,DeLisha Milton-Jones,1999,2015,F,6-1,185,"September 11, 1974",Florida,No
1184,Debbie Black,1999,2004,G,5-3,124,"July 29, 1966",Saint Joseph's,No
1185,Dominique Canty,1999,2012,G,5-9,166,"March 2, 1977",Alabama,No
1186,Edna Campbell,1999,2005,G,5-8,152,"November 26, 1968","Maryland, Texas",No
1187,Elaine Powell,1999,2008,G,5-8,150,"August 9, 1975",LSU,No
1188,Elena Tornikidou,1999,2001,F,6-1,160,"May 27, 1965",NA,No
1189,Gordana Grubin,1999,2005,G,5-11,165,"August 20, 1972",NA,No
1190,Heather Burge,1999,1999,C,6-5,195,"November 12, 1971",Virginia,No
1191,Heather Owen,1999,2000,F-C,6-5,212,"May 6, 1976",Stanford,No
1192,Jennifer Azzi,1999,2003,G,5-8,143,"August 31, 1968",Stanford,No
1193,Jennifer Howard,1999,1999,G,5-6,NA,"January 21, 1975",NC State,No
1194,Jennifer Rizzotti,1999,2003,G,5-6,146,"May 15, 1974",UConn,No
1195,Jennifer Whittle,1999,2001,C,6-5,NA,"September 5, 1973",NA,No
1196,Kara Wolters,1999,2002,C,6-7,227,"August 15, 1975",UConn,No
1197,Kate Starbird,1999,2004,F-G,6-1,153,"July 30, 1975",Stanford,No
1198,Katie Smith,1999,2013,G,5-11,175,"June 4, 1974",Ohio State,No
1199,Kedra Holland-Corn,1999,2006,G,5-8,129,"November 2, 1974",Georgia,No
1200,Kellie Jolly Harper,1999,1999,G,5-10,NA,"May 3, 1977",Tennessee,No
1201,Kristin Folkl,1999,2002,F,6-2,190,"December 19, 1975",Stanford,No
1202,Krystyna Lara,1999,1999,G,5-8,130,"September 30, 1969",NA,No
1203,La'Keshia Frett,1999,2005,F,6-3,170,"June 12, 1975",Georgia,No
1204,Lesley Brown,1999,1999,F,6-0,165,"June 3, 1977",Virginia,No
1205,Lisa Harrison,1999,2005,F,6-1,164,"January 2, 1971",Tennessee,No
1206,Markita Aldridge,1999,2001,G,5-11,NA,"September 15, 1973",UNC Charlotte,No
1207,MerleLynn Lange-Harris,1999,1999,F-C,6-6,NA,"April 28, 1969",UNLV,No
1208,Mery Andrade,1999,2004,F,6-0,169,"December 31, 1975",Old Dominion,No
1209,Michele Van Gorp,1999,2004,C,6-6,187,"May 10, 1977",Duke,No
1210,Michelle Campbell,1999,2000,C,6-5,170,"February 20, 1974",USC,No
1211,Mila Nikolich,1999,1999,F,6-3,185,"April 7, 1971",NA,No
1212,Monica Maxwell,1999,2002,F,5-9,162,"December 21, 1976",Louisiana Tech,No
1213,Natalie Williams,1999,2005,C,6-2,210,"November 30, 1970",UCLA,No
1214,Niesa Johnson,1999,2000,G,5-9,146,"February 7, 1973",Alabama,No
1215,Nina Bjedov,1999,1999,C,6-4,190,"May 18, 1972",NA,No
1216,Nykesha Sales,1999,2007,F-G,6-0,184,"May 10, 1976",UConn,No
1217,Polina Tzekova,1999,1999,C,6-4,189,"April 30, 1968",NA,No
1218,Shalonda Enis,1999,2003,F-C,6-1,185,"December 3, 1974",Alabama,No
1219,Shannon Johnson,1999,2009,G,5-7,152,"August 18, 1974",South Carolina,No
1220,Sheri Sam,1999,2008,G-F,6-0,160,"May 5, 1974",Vanderbilt,No
1221,Sonja Henning,1999,2003,G,5-7,143,"October 4, 1969",Stanford,No
1222,Sonja Tate,1999,2000,G,5-6,157,"September 7, 1971",Arkansas State University,No
1223,Stephanie White,1999,2004,G-F,5-9,NA,"June 20, 1977",Purdue,No
1224,Taj McWilliams-Franklin,1999,2012,F-C,6-2,195,"October 20, 1970","Georgia State University, St. Edward's University",No
1225,Tamika Whitmore,1999,2009,F,6-2,215,"June 5, 1977",Memphis,No
1226,Tari Phillips,1999,2007,F-C,6-2,200,"March 6, 1970","Georgia, Central Florida",No
1227,Tonya Edwards,1999,2002,G,5-10,160,"March 13, 1968",Tennessee,No
1228,Tracy Henderson,1999,2003,C,6-3,200,"December 31, 1974",Georgia,No
1229,Trisha Fallon,1999,2001,G-F,6-3,165,"July 23, 1972",NA,No
1230,Ukari Figgs,1999,2003,G,5-9,142,"March 31, 1977",Purdue,No
1231,Val Whiting-Raymond,1999,2002,C-F,6-2,199,"April 9, 1972",Stanford,No
1232,Valerie Still,1999,1999,F,6-1,155,"May 14, 1961",Kentucky,No
1233,Vanessa Nygaard,1999,2003,F,6-1,175,"March 13, 1975",Stanford,No
1234,Venus Lacy,1999,2000,C,6-3,234,"February 9, 1967",Louisiana Tech,No
1235,Yolanda Griffith,1999,2009,C-F,6-4,175,"March 1, 1970",Florida Atlantic University,No
1236,Adrian Williams-Strong,2000,2008,C-F,6-5,170,"February 15, 1977",USC,No
1237,Amy Herrig,2000,2002,C,6-3,193,"June 16, 1977",Iowa,No
1238,Andrea Garner,2000,2000,F-C,6-3,160,"January 5, 1979",Penn State,No
1239,Ann Wauters,2000,2016,C,6-4,193,"October 12, 1980",NA,No
1240,Anna DeForge,2000,2009,G,5-10,160,"April 14, 1976",Nebraska,No
1241,Barbara Farris,2000,2009,F-C,6-3,200,"September 10, 1976",Tulane,No
1242,Beth Cunningham,2000,2000,G,6-0,150,"June 5, 1975",Notre Dame,No
1243,Betty Lennox,2000,2011,G,5-8,143,"December 4, 1976",Louisiana Tech,No
1244,Beverly Williams,2000,2000,G,5-9,NA,"November 9, 1965",Texas,No
1245,Charisse Sampson,2000,2000,G,5-11,NA,"September 1, 1974",Kansas,No
1246,Cintia dos Santos,2000,2002,C,6-5,187,"January 31, 1975",NA,No
1247,Cornelia Gayden,2000,2000,G,5-9,NA,"May 11, 1971",LSU,No
1248,Danielle McCulley,2000,2003,C-F,6-3,175,"January 18, 1975","Purdue, Western Kentucky",No
1249,DeMya Walker,2000,2012,F,6-3,191,"November 28, 1977",Virginia,No
1250,Desiree Francis,2000,2000,F,5-10,193,"August 24, 1975",Iowa State,No
1251,Donna Harrington,2000,2000,F,6-3,NA,"September 29, 1966",Old Dominion,No
1252,E.C. Hill,2000,2001,G,5-8,140,"July 6, 1971",Northern Illinois,No
1253,Edwina Brown,2000,2006,G-F,5-9,163,"July 1, 1978",Texas,No
1254,Elena Shakirova,2000,2002,C,6-3,190,"June 2, 1970",NA,No
1255,Grace Daley,2000,2003,G,5-8,147,"June 26, 1978",Tulane,No
1256,Helen Darling,2000,2010,G,5-6,164,"August 29, 1978",Penn State,No
1257,Jameka Jones,2000,2000,G,5-10,NA,"September 13, 1978",UNC Charlotte,No
1258,Jamie Cassidy,2000,2000,C,6-3,187,"September 12, 1978",University of Maine,No
1259,Jamie Redd,2000,2002,F,6-1,164,"November 5, 1977",Washington,No
1260,Jannon Roland,2000,2000,F,5-11,168,"February 3, 1975",Purdue,No
1261,Jessica Bibby,2000,2000,G,5-7,139,"August 23, 1979",NA,No
1262,Joy Holmes-Harris,2000,2000,F,5-10,170,"March 31, 1969",Purdue,No
1263,Jurgita Streimikyte,2000,2005,F,6-2,165,"May 14, 1972",NA,No
1264,Kamila Vodichkova,2000,2006,F-C,6-4,190,"December 19, 1972",NA,No
1265,Kate Paye,2000,2002,G,5-8,150,"March 6, 1974",Stanford,No
1266,Katrina Hibbert,2000,2000,G-F,5-10,172,"September 29, 1977",LSU,No
1267,Katryna Gaither,2000,2002,C,6-3,170,"August 13, 1975",Notre Dame,No
1268,Katy Steding,2000,2001,F,6-0,173,"December 11, 1967",Stanford,No
1269,Keisha Anderson,2000,2002,G,5-7,125,"May 8, 1974",Wisconsin,No
1270,Keitha Dickerson,2000,2001,F,5-11,165,"April 20, 1978",Texas Tech,No
1271,Kelley Gibson,2000,2003,F-G,5-9,137,"November 7, 1976",Maryland,No
1272,Kristen Rasmussen,2000,2008,F,6-4,172,"November 1, 1978",Michigan State,No
1273,Kym Hope,2000,2000,C,6-2,165,"November 23, 1977",Miami (FL),No
1274,LaCharlotte Smith,2000,2000,G,6-0,150,"February 6, 1974",Mississippi State,No
1275,Larecha Jones,2000,2000,G-F,6-1,180,"July 24, 1977",Ohio State,No
